PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Open Graph URL,Canonical URL,Canonical URL code,Canonical URL patch,Canonical URL patch status,Is valid Open Graph,Open Graph attributes,Open Graph values,Depth,Is indexable page,No. of all inlinks
30,https://tranvas.com/id,Tranvas | The Unified Life Operating System,text/html; charset=utf-8,false,200,0,https://tranvas.com,https://tranvas.com/id,200,,,true,"og:type
og:image:alt
og:image:height
og:image:width
og:image
og:locale
og:site_name
og:url
og:description
og:title","website
Tranvas - Unified Life Operating System
512
512
https://tranvas.com/icon.png
en_US
Tranvas
https://tranvas.com
Tranvas is the all-in-one Life Operating System designed for clarity, growth, and control. Master habits, plan daily tasks, track finances, and achieve your goals.
Tranvas | The Unified Life Operating System",0,true,68
20,https://tranvas.com/id/resources/changelog,Changelog — What's New | Tranvas,text/html; charset=utf-8,false,200,0,https://tranvas.com,https://tranvas.com/id/resources/changelog,200,,,true,"og:type
og:image:alt
og:image:height
og:image:width
og:image
og:locale
og:site_name
og:url
og:description
og:title","website
Tranvas - Unified Life Operating System
512
512
https://tranvas.com/icon.png
en_US
Tranvas
https://tranvas.com
Tranvas is the all-in-one Life Operating System designed for clarity, growth, and control. Master habits, plan daily tasks, track finances, and achieve your goals.
Tranvas | The Unified Life Operating System",0,true,1
20,https://tranvas.com/id/resources/ai-trust,AI Transparency — Our Commitment | Tranvas,text/html; charset=utf-8,false,200,0,https://tranvas.com,https://tranvas.com/id/resources/ai-trust,200,,,true,"og:type
og:image:alt
og:image:height
og:image:width
og:image
og:locale
og:site_name
og:url
og:description
og:title","website
Tranvas - Unified Life Operating System
512
512
https://tranvas.com/icon.png
en_US
Tranvas
https://tranvas.com
Tranvas is the all-in-one Life Operating System designed for clarity, growth, and control. Master habits, plan daily tasks, track finances, and achieve your goals.
Tranvas | The Unified Life Operating System",0,true,1
20,https://tranvas.com/id/solutions/career-accelerator,Career Tracker — Focus on Professional Growth | Tranvas,text/html; charset=utf-8,false,200,0,https://tranvas.com,https://tranvas.com/id/solutions/career-accelerator,200,,,true,"og:type
og:image:alt
og:image:height
og:image:width
og:image
og:locale
og:site_name
og:url
og:description
og:title","website
Tranvas - Unified Life Operating System
512
512
https://tranvas.com/icon.png
en_US
Tranvas
https://tranvas.com
Tranvas is the all-in-one Life Operating System designed for clarity, growth, and control. Master habits, plan daily tasks, track finances, and achieve your goals.
Tranvas | The Unified Life Operating System",0,true,1
20,https://tranvas.com/id/resources/help,Help Center — Find Solutions | Tranvas,text/html; charset=utf-8,false,200,0,https://tranvas.com,https://tranvas.com/id/resources/help,200,,,true,"og:type
og:image:alt
og:image:height
og:image:width
og:image
og:locale
og:site_name
og:url
og:description
og:title","website
Tranvas - Unified Life Operating System
512
512
https://tranvas.com/icon.png
en_US
Tranvas
https://tranvas.com
Tranvas is the all-in-one Life Operating System designed for clarity, growth, and control. Master habits, plan daily tasks, track finances, and achieve your goals.
Tranvas | The Unified Life Operating System",0,true,1
20,https://tranvas.com/id/resources/community,Community — Connect with Users | Tranvas,text/html; charset=utf-8,false,200,0,https://tranvas.com,https://tranvas.com/id/resources/community,200,,,true,"og:type
og:image:alt
og:image:height
og:image:width
og:image
og:locale
og:site_name
og:url
og:description
og:title","website
Tranvas - Unified Life Operating System
512
512
https://tranvas.com/icon.png
en_US
Tranvas
https://tranvas.com
Tranvas is the all-in-one Life Operating System designed for clarity, growth, and control. Master habits, plan daily tasks, track finances, and achieve your goals.
Tranvas | The Unified Life Operating System",0,true,1
20,https://tranvas.com/id/solutions/student,For Students — Optimize Your Learning | Tranvas,text/html; charset=utf-8,false,200,0,https://tranvas.com,https://tranvas.com/id/solutions/student,200,,,true,"og:type
og:image:alt
og:image:height
og:image:width
og:image
og:locale
og:site_name
og:url
og:description
og:title","website
Tranvas - Unified Life Operating System
512
512
https://tranvas.com/icon.png
en_US
Tranvas
https://tranvas.com
Tranvas is the all-in-one Life Operating System designed for clarity, growth, and control. Master habits, plan daily tasks, track finances, and achieve your goals.
Tranvas | The Unified Life Operating System",0,true,1
20,https://tranvas.com/id/resources/stories,Success Stories — User Transformations | Tranvas,text/html; charset=utf-8,false,200,0,https://tranvas.com,https://tranvas.com/id/resources/stories,200,,,true,"og:type
og:image:alt
og:image:height
og:image:width
og:image
og:locale
og:site_name
og:url
og:description
og:title","website
Tranvas - Unified Life Operating System
512
512
https://tranvas.com/icon.png
en_US
Tranvas
https://tranvas.com
Tranvas is the all-in-one Life Operating System designed for clarity, growth, and control. Master habits, plan daily tasks, track finances, and achieve your goals.
Tranvas | The Unified Life Operating System",0,true,1
20,https://tranvas.com/id/solutions/second-brain,Second Brain — Your Digital Knowledge Map | Tranvas,text/html; charset=utf-8,false,200,0,https://tranvas.com,https://tranvas.com/id/solutions/second-brain,200,,,true,"og:type
og:image:alt
og:image:height
og:image:width
og:image
og:locale
og:site_name
og:url
og:description
og:title","website
Tranvas - Unified Life Operating System
512
512
https://tranvas.com/icon.png
en_US
Tranvas
https://tranvas.com
Tranvas is the all-in-one Life Operating System designed for clarity, growth, and control. Master habits, plan daily tasks, track finances, and achieve your goals.
Tranvas | The Unified Life Operating System",0,true,1
20,https://tranvas.com/id/solutions/atomic-system,"Atomic Habits — Small Steps, Big Results | Tranvas",text/html; charset=utf-8,false,200,0,https://tranvas.com,https://tranvas.com/id/solutions/atomic-system,200,,,true,"og:type
og:image:alt
og:image:height
og:image:width
og:image
og:locale
og:site_name
og:url
og:description
og:title","website
Tranvas - Unified Life Operating System
512
512
https://tranvas.com/icon.png
en_US
Tranvas
https://tranvas.com
Tranvas is the all-in-one Life Operating System designed for clarity, growth, and control. Master habits, plan daily tasks, track finances, and achieve your goals.
Tranvas | The Unified Life Operating System",0,true,1
